Name,Date,Duration,Where,Category,Genres,Country,Venue,Visitors,Price(s.f.),Total_revenue
Superbloom Festival,2023-09-02,2,outdoor,Mixed,"Dance
Hip-Hop
House
Pop
Rock
Trance",Bavaria,"Olympiapark Spiridon- Louis- Ring21 München, DE 80809",40000,189.0,7560000.0
Rausausm Keller Festival,2023-09-02,1,outdoor,Rock,"Germanrock
Hardcore(Metal)
Art&culture
Metal
Pop
Punk
Rock",Hesse,"Bürgerhauswiese Am Berliner Platz Egelsbach, DE 63329",400,21.9,8760.0
Rockade Festiwoll,2023-09-02,1,outdoor,Rock,"Hardcore(Metal)
Metal
Punk
Reggae
Rock
Ska",Northrhine-Westphalia,"Mitteninder Natur Lennestadt Kirchveischede, DE 57368",1000,,
Lost Place Festival,2023-09-02,1,outdoor,Electronicmusic,"Dance
Electro
ElectronicDanceMusic(EDM)
House",LowerSaxony,"Lost Place Festival Grounds Chicago Lane9 Hannover, DE 30539",5000,20.0,100000.0
Pirate Beach Open Air,2023-09-02,2,outdoor,Electronicmusic,Electro,Baden-Württemberg,"Baggersee Giesen Hochstetten Zur Insel Rott111 Linkenheim, DE 76351",,20.0,
Affenkäfig Festival,2023-09-02,2,outdoor,Electronicmusic,"Dance
Electro",Rhineland-Palatinate,"Flugplatz Mendig Am Alten Fort11256743 Mendig Mendig, DE 56743",5000,50.0,250000.0
G Eht R Aus! Open Air,2023-09-02,2,outdoor,Electronicmusic,"Electro
ElectronicDanceMusic(EDM)",Thuringia,"Sparkassenbühne Hofwiesenpark Hofwiesenpark1 Gera, DE 07545",,22.0,
Lucky Lake Festival,2023-09-03,1,outdoor,Electronicmusic,"Dance
ElectronicDanceMusic(EDM)
Techno
Trance",Saarland,"STRANDBADLOSHEIMAMSEE Zum Stausee201 Losheim, DE 66679",,48.0,
Jüdische Kulturtage Berlin,2023-09-05,10,indoor,Art&cultureFestivals,"Movie
Art&culture
Other",Berlin,"Neue Synagoge Berlin– Centrum Judaicum Oranienburger Str.28-30 Berlin, DE 10117",,0.0,
Waves Festival,2023-09-07,3,unknown,Conventions,"Crossover
Pop
Other",Austria,"Währinger Str.59 Wien, AT 1090",,29.0,
Travejazz Festival,2023-09-07,4,indoor,Jazz,"Funk
Jazz",Schleswig-Holstein,"Altstadt Lübeck Lübeck, DE 23552",2500,0.0,0.0
Storm Crusher Festival,2023-09-07,3,indoor,Metal,"Metal
Rock",Bavaria,"O' Schnitt Halle Wurz Lamplmühlstraße29 Püchersreuth, DE 92715",,89.0,
Festival- Mediaval,2023-09-07,4,outdoor,Medieval,"Folk
Irish
Reading
Metal
Medieval
Pirate
Rock",Bavaria,"Goldberg Ecke Franz- Heinrich- Str./ Wunsiedlerstr. Selb, DE 95100",,149.0,
Sinner Rock Open Air,2023-09-07,3,outdoor,Rock,"Germanrock
Punk
Rock",Hesse,"Festplatz Altengronau Aspenweg2 Altengronau, DE 36391",2000,45.0,90000.0
Sunny Lake Festival,2023-09-07,4,outdoor,Mixed,"Electro
Rock
Schlagermusic",Baden-Württemberg,"Buchtzig Badesee Am Baggersee4 Ettlingen, DE 76275",5000,,
Most+ Jazz,2023-09-07,4,outdoor,Jazz,"Blues
Hip-Hop
Jazz
Art&culture
Reading
Pop
Rock
Other",Austria,"Fehring Hauptplatz Fehring, AT 8350",2000,67.5,135000.0
Septré- Festivalder Bildungsvielfalt,2023-09-07,4,outdoor,Mixed,"Folk
Funk
Hip-Hop
House
Art&culture
Metal
Pop
Punk
Reggae
Rock
Ska
Sports
Trance",Brandenburg,"Septré- Festivalder Bildungsvielfalt Dorfstraße1 Breddin OT Damelack, DE 16845",1200,40.0,48000.0
Mastersofthe Unicorn Open Air,2023-09-08,2,outdoor,Metal,"Hardcore(Metal)
Metal",Hesse,"Festplatz Ernsthausen"" Vogelwiese"" Eichenstraße Ernsthausen, DE 35099",400,,
N D R2 Plaza Festival,2023-09-08,1,outdoor,Pop,"Pop
Rock",LowerSaxony,"Expo Plaza Hannover, DE 30539",25000,57.5,1437500.0
Heroes Festival Freiburg,2023-09-08,2,outdoor,Hip-Hop,Hip-Hop,Baden-Württemberg,"Messe Freiburg Neuer Messplatz1 Freiburg, DE 79108",10000,109.0,1090000.0
Metal Embrace Festival,2023-09-08,2,outdoor,Metal,Metal,Saxony-Anhalt,"Iron Cruise Buschweg2 Barleben, DE 39179",,48.5,
Drömlingsfest,2023-09-08,3,outdoor,Cityfestival,"Blues
Germanrock
Pop
Rock
Folkmusic",Saxony-Anhalt,"Burg Brome Junkerende Brome, DE 38465",,,
Meh Suff! Metalfestival,2023-09-08,2,outdoor,Metal,Metal,Switzerland,"Hüttikerberg Oetwilerstrasse81 Hüttikon, CH 8115",,,
Jetzt& Immer Festival,2023-09-08,2,outdoor,Mixed,"Art&culture
Pop
Rock
Other",Northrhine-Westphalia,"Grüner See Am Grünen See Ratingen, DE 40880",2000,55.0,110000.0
Kulturbrücke Magdeburg,2023-09-08,3,outdoor,Art&cultureFestivals,Art&culture,Saxony-Anhalt,"Hubbrückeaufder Inselseite Kleiner Stadtmarsch Magdeburg, DE 39104",,0.0,
Hayner Burgfest,2023-09-08,3,outdoor,Medieval,Medieval,Germany,"Burg Hayn Mühlweg25 Dreieich, DE 63303",14000,19.5,273000.0
Beer Now Open Festival,2023-09-08,2,outdoor,Mixed,"Hardcore(Metal)
Punk
Reggae
Rockabilly
Ska
Other",Brandenburg,"Geländeder Kreisverkehrswacht Barnim Marie- Curie- Straße15 Bernaubei Berlin, DE 16321",1500,50.0,75000.0
Umsonst& Draussen Zollernalb,2023-09-08,2,outdoor,Metal,"Metal
Rock",Baden-Württemberg,"Festplatz Bisingen Bisingen, DE 72406",1500,0.0,0.0
Rockam Burghaldenwald,2023-09-08,2,outdoor,Rock,"Germanrock
Rock
Folkmusic",Baden-Württemberg,"Festgelände Vöhringen Vöhringen, DE 72189",,95.0,
N- J O Y Starshow,2023-09-09,1,outdoor,Pop,"Hip-Hop
Pop
Reggae",LowerSaxony,"Expo Plaza Hannover, DE 30539",25000,57.5,1437500.0
Baroeg Open Air,2023-09-09,1,outdoor,Metal,"Electro
Metal
Rock",Netherlands,"Zuiderpark Zuiderparkweg Rotterdam, NL 3085 BW",,,
Sojus7 Bootstour,2023-09-09,1,indoor,Punk,"Punk
Rock
Ska",Northrhine-Westphalia,"MS Fantasy/ Bootsanlegerin40789 Monheimam Rhein And`r Kapell2 Monheimam Rhein, DE 40789",700,39.0,27300.0
Stone Break Festival,2023-09-09,1,outdoor,Rock,"Metal
Rock",Austria,"Kulmarena Hölfing12 Puchbei Weiz, AT 8182",300,24.0,7200.0
Lollapalooza Deutschland,2023-09-09,2,outdoor,Mixed,"Electro
Hip-Hop
Pop
Punk
Rock",Berlin,"Olympiastadion& Olympiapark Berlin Berlin, DE 14053",100000,,
Nuclear Intervention Fest,2023-09-09,1,indoor,Metal,Metal,CzechRepublic,"Equestrianarea ZOFI Kadov, CZ 38733",,,
Rockander Schmiede,2023-09-09,1,outdoor,Ska,"Germanrock
Punk
Rock
Ska",LowerSaxony,"Gutshof Gutshof Triangel Sassenburg, DE 38524",500,14.5,7250.0
Streetz Open Air S T. O. A.,2023-09-14,3,outdoor,Rock,"Hardcore(Metal)
Metal
Medieval
Rock",LowerSaxony,"Homeof St. O. A.(alte Sandkuhle) Kastanienalle,direkt Ortseinganglinks Streetz, DE 29451",800,55.0,44000.0
Glücksgefühle Festival,2023-09-14,4,outdoor,Hip-Hop,"Dance
Disco
Electro
ElectronicDanceMusic(EDM)
Hip-Hop
House
Pop
Rock",Baden-Württemberg,"Hockenheimring Am Motodrom Hockenheim, DE 68766",100000,129.0,12900000.0
Afrika Film Festival Köln,2023-09-14,11,indoor,Art&cultureFestivals,"Africa
Movie
Art&culture",Northrhine-Westphalia,"Filmforum NRW Bischofsgartenstraße1 Köln, DE 50667",6000,40.0,240000.0
Metalim Woid Festival,2023-09-15,2,outdoor,Metal,"Metal
Rock",Bavaria,"SSV Sportgelände Inder Höngenau Schrobenhausen, DE 86529",,,
Full Metal Cruise,2023-09-15,6,indoor,Metal,"Metal
Rock",Schleswig-Holstein,"Mein Schiff4 Kiel, DE 24103",2500,,
A N N O1525- Bauernkriegslagerund Mittelaltermarkt,2023-09-15,3,outdoor,Medieval,Medieval,Bavaria,"Veranstaltungsgelände Bahnhofstraße39 Bad Grönenbach, DE 87730",,25.0,
Elfia Arcen,2023-09-16,2,outdoor,Conventions,"Folk
Gothic
Irish
Medieval
Pirate",Netherlands,"Schlossgarten Arcen Lingsforterweg26 Arcen, NL 5944 BE",4000,,
R O C Kthe R H Y Festival,2023-09-16,1,indoor,Rock,"Blues
Gothic
Metal
Rock",Switzerland,"Halle Laaggut Laag Dörflingen, CH 8239",,0.0,
Psychedelic Dedication Open Air,2023-09-16,2,outdoor,Electronicmusic,Goa,Brandenburg,"Autokino Zempow Zempower Dorfstraße25 Wittstock OT Zempow, DE 16909",,35.0,
"Musikfestival Oerlikon"" Röck'n' Röll""",2023-09-16,1,indoor,Mixed,"Germanrock
Disco
Electro
Hip-Hop
House
Jazz
Latin
Metal
Pop
Punk
Reggae
Rock
Ska",Switzerland,"Mundwerk Oerlikon, Brauerei Oerlikon, Exkinobar Zürich, CH 8050",450,,
Yoga Junkies Festival,2023-09-16,2,outdoor,Sports,Sports,Austria,"Donauinsel Wien Georg Danzer Steg Wien, AT 1210",,149.0,
Reeperbahn Festival,2023-09-20,4,outdoor,Mixed,"Dance
Hip-Hop
Pop
Rock",Hamburg,"Spielbudenplatz Spielbudenpl.21-22 Hamburg, DE 20359",45000,114.0,5130000.0
Country& B B Q Festival Liechtenstein,2023-09-21,4,outdoor,Country,Country,Liechtenstein,"Rheinparkstadion Vaduz Eschnerstrasse37 Vaduz, LI 9490",5000,,
Yogadel Mar Spirit Festival Mallorca,2023-09-21,4,outdoor,Spiritual,"Dance
Sports",Spain,"Sierra Tramuntanamountainrange Son Quint, Carretera Esporles,km4,3 Finca Esporles, ES 07190",,280.0,
muri L I V E,2023-09-22,2,outdoor,Mixed,"Blues
Country
Jazz
Pop",Switzerland,"Klosterhof Muri Aargau Marktstrasse1 Muri, CH 5630",800,,
Gans Anders Festival,2023-09-22,3,outdoor,Mixed,"Blues
Crossover
Electro
Funk
House
Jazz
Art&culture
Pop
Rock
Other",Austria,"Baggersee Rossau Innsbruck, AT 6020",4000,,
Mett(4)all Festival,2023-09-22,3,outdoor,Metal,"Germanrock
Metal
Punk
Rock",Northrhine-Westphalia,"Waldfreibad Walbeck Am Freibad24 Geldern, DE 47608",1000,33.0,33000.0
Crewsadeof Metal Festival,2023-09-23,1,indoor,Metal,"Metal
Punk
Rock",Bavaria,"Atlantis Ingolstädter Str.76 Pfaffenhofen, DE 85276",250,0.0,0.0
Stahlnacht Festival,2023-09-23,1,indoor,Metal,"Germanrock
Metal
Punk
Rock",LowerSaxony,"Kulturzentrum Pumpwerk Wilhelmshaven Banter Deich1a Wilhelmshaven, DE 26382",300,22.5,6750.0
Soundof Suburbia Festival,2023-09-23,1,outdoor,Punk,"Crossover
Germanrock
Hardcore(Metal)
Hip-Hop
Metal
Punk
Rock
Ska",Germany,"Montforts Quartier Schwalmstraße301 Mönchengladbach, DE 41238",,52.7,
World Bodypainting Festival,2023-09-26,5,outdoor,Art&cultureFestivals,"Electro
Hip-Hop
House
Art&culture
Reggae",Austria,"Theaterplatz Klagenfurt Theaterplatz Klagenfurt, AT 9020",4000,,
Euroblast Festival,2023-09-29,3,indoor,Metal,"Hardcore(Metal)
Metal
Rock",Northrhine-Westphalia,"Essigfabrik Siegburger Straße110 Köln, DE 50679",2000,84.0,168000.0
Coastrock Festival,2023-09-29,2,indoor,Metal,Metal,LowerSaxony,"Live Music Center Emden Gewerbestraße13 Hinte, DE 26759",350,22.5,7875.0
Berlin Deathfest,2023-09-29,2,indoor,Metal,Metal,Berlin,"JFE Eastend- Berlin Tangermünder Str.127 Berlin, DE 12627",300,75.0,22500.0
E- Tropolis Festival,2023-09-30,1,indoor,Electronicmusic,"Electro
Gothic",Northrhine-Westphalia,"Turbinenhalle Oberhausen Oberhausen, DE 46047",3800,66.0,250800.0
Localize Festival,2023-10-05,4,indoor,Art&cultureFestivals,"Crossover
Electro
Art&culture
Techno",Germany,"Rathaus Potsdam Friedrich- Ebert- Straße79 Potsdam, DE 14469",,0.0,
Vienna Metal Meeting,2023-10-06,2,outdoor,Metal,Metal,Austria,"Arena Wien Baumgasse80 Wien, AT 1030",3500,,
F. E. K.9 Monsterfestival,2023-10-06,2,indoor,Rock,"Germanrock
Metal
Punk
Rock",Bavaria,"Eventzentrum Strohofer Geiselwind Scheinfelder Str.15-23 Geiselwind, DE 96160",6000,79.0,474000.0
Teltower Stadtfest,2023-10-06,3,outdoor,Cityfestival,"Country
Germanrock
Electro
Art&culture
Pop
Reggae
Rock
Rockabilly
Schlagermusic",Brandenburg,"Techno Terrain Gewerbepark Teltow Rheinstraße8 Teltow, DE 14513",50000,0.0,0.0
Syndicate Festival,2023-10-07,1,indoor,Electronicmusic,Hardcore(Electro),Northrhine-Westphalia,"Westfalenhallen Dortmund Westfalenhallen Dortmund, DE 44139",20000,,
Metalnight Outbreak Festival,2023-10-07,2,indoor,Metal,"Hardcore(Metal)
Metal
Rock",Austria,"Kitzmantelfabrik Vorchdorf Laudachweg15 Vorchdorf, AT 4655",,,
Augsbangers Metal Meeting,2023-10-07,1,indoor,Metal,Metal,Bavaria,"Ballonfabrik Augusburg Austraße27 Augsburg, DE 86153",150,26.5,3975.0
Blacklist Festival,2023-10-07,1,indoor,Electronicmusic,ElectronicDanceMusic(EDM),Northrhine-Westphalia,"Turbinenhalle Oberhausen Im Lipperfeld23 Oberhausen, DE 46047",,60.0,
All4 One Festival,2023-10-07,1,indoor,Art&cultureFestivals,"Comedy
Country
Funk
Hip-Hop
Jazz
Metal
Pop
Rock",Switzerland,"Dreamfactory AG Weierwiesstrasse8 Degersheim, CH 9113",,0.0,
Full Metal Holiday,2023-10-09,8,indoor,Metal,"Metal
Medieval",Spain,"Iberostar Club Cala Barca Sa Barca Trencada, S/ N Barca Trencada, ES 07691",1400,1699.0,2378600.0
K Pop Lux Festival,2023-10-13,2,indoor,Pop,K-Pop,Hesse,"Deutsche Bank Park Mörfelder Landstraße362 Frankfurtam Main, DE 60528",70000,232.0,16240000.0
Herbststurm- Festival,2023-10-13,2,indoor,Metal,"Gothic
Metal
Medieval
Rock",LowerSaxony,"Freizeitstätte Bürgerfelde Alexanderstrasse209 Oldenburg, DE 26121",600,,
Internationales Jazzfestival E B E- J A Z Z,2023-10-13,10,indoor,Jazz,Jazz,Bavaria,"Alter Speicher Klsoterbauhof Ebersnerg, DE 85560",,,
Texel Blues,2023-10-13,3,indoor,Blues,Blues,Netherlands,"Kneipenim Zentrumvon Den Burg Den Burg, NL 1791",,40.0,
Metaleros,2023-10-14,1,indoor,Metal,Metal,Bavaria,"Jugendkulturhaus Gleis1 Hollerner Weg1 Unterschleißheim, DE 85716",,19.45,
Monstersof Tribute,2023-10-21,1,indoor,Rock,"Metal
Punk
Rock",Hesse,"Bürgerhaus Fronhausen Am Bürgerhaus Fronhausen, DE 35112",,30.0,
Cologne Comedy Festival,2023-10-26,10,indoor,Comedy,Comedy,Northrhine-Westphalia,"Köln, DE 50679",71000,,
Turock Open Air,2023-10-27,2,outdoor,Metal,"Hardcore(Metal)
Metal
Rock",Northrhine-Westphalia,"Turock Viehofer Platz Essen, DE 45127",,0.0,
The Dark Festival,2023-10-28,1,outdoor,Electronicmusic,"Dance
Electro
ElectronicDanceMusic(EDM)",Thailand,"Centerpoint Entertainment 911 Thanon Lasalle, Bang Na Tai, Bang Na Bangkok, TH 10260",,44.0,
H R H Hard Rock Hell Festival,2023-11-02,4,indoor,Metal,"Metal
Rock",UnitedKingdom,"Vauxhall Holiday Park Acle New Rd Great Yarmouth, GBN R301 TB",,,
Jazz Nights Moosburg,2023-11-02,3,indoor,Jazz,"Funk
Jazz
Latin",Bavaria,"Schäfflerhalle Landshuterstr. Straße23 Moosburga.d. Isar, DE 85368",,54.0,
Die Schlagerwelle,2023-11-03,3,indoor,Schlagermusic,Schlagermusic,Schleswig-Holstein,"Ferien-und Freizeitpark Weissenhäuser Strand Seestraße1 Weissenhäuser Strand, DE 23758",2500,140.0,350000.0
Waterzonic Festival,2023-11-03,2,outdoor,Electronicmusic,"Dance
Electro
ElectronicDanceMusic(EDM)",Thailand,"Live Park( Rama9) Rama IX Rd, Bang Kapi, Huai Khwang Bangkok, TH 10310",10000,76.0,760000.0
The Sinister Feast,2023-11-04,1,indoor,Metal,Metal,Austria,"Schl8hof Wels Dragonerstraße22 Wels, AT 4600",500,49.35,24675.0
A R D- Hörspieltage,2023-11-09,4,indoor,Art&cultureFestivals,"Art&culture
Reading",Baden-Württemberg,"ZKM Karlsruhe Lorenzstraße19 Karlsruhe, DE 76135",,0.0,
Rockam Rhoi,2023-11-11,1,indoor,Rock,"Germanrock
Rock",Hesse,"Altrheinhalle Insel Kühkopf Straße1 Stockstadt, DE 64589",900,16.0,14400.0
European Dark Dance Treffen,2023-11-16,4,indoor,Gothic,"ElectronicDanceMusic(EDM)
Gothic",Baden-Württemberg,"MS Connexion Complex Angelstraße33 Mannheim, DE 68199",,99.0,
Metal Hammer Paradise,2023-11-17,2,indoor,Metal,"Folk
Metal
Rock",Schleswig-Holstein,"Ferienpark Weissenhäuser Strand Seestr.1 Oldenburgin Holstein, DE 23758",4000,142.75,571000.0
Electric Stadium Festival,2023-11-18,1,indoor,Electronicmusic,"Dance
Electro
ElectronicDanceMusic(EDM)
Techno",Germany,"Fritz- Walter- Stadium Fritz- Walter- Straße1 Kaiserslautern, DE 67663",,28.0,
Joyland Festival,2023-11-24,3,outdoor,Mixed,"Pop
Rock",Indonesia,"GBK Baseball Stadium Senayan Jl. Pintu Satu Senayan, Gelora, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta, ID 10270",,29.5,
Blues& Boogie Night,2023-11-25,1,indoor,Blues,"Bluegrass
Blues
Rock",Baden-Württemberg,"Scala Stuttgarter Str.2 Ludwigsburg, DE 71638",,0.0,
Nikolaut Rockfest,2023-12-02,1,indoor,Rock,"Blues
Metal
Rock",Northrhine-Westphalia,"Kulttempel Oberhausen Mülheimer Straße24 Oberhausen, DE 46049",800,36.9,29520.0
B E R G F E S Tival,2023-12-08,2,outdoor,Mixed,"Electro
Hip-Hop
Rock",Austria,"Glemmtaler Landesstraße306 Saalbach, AT 5753",,99.9,
Eindhoven Metal Meeting,2023-12-08,2,indoor,Metal,Metal,Netherlands,"EFFENAAR Dommelstraat2 Eindhoven, NL 5611 CK",,110.0,
Raveon Snow Festival,2023-12-14,4,outdoor,Electronicmusic,"Electro
House",Austria,"Schulstraße1 Saalbach, AT 5753",6000,,
Knock Out Festival,2023-12-16,1,indoor,Metal,"Metal
Rock",Baden-Württemberg,"Schwarzwaldhalle Festpl.5 Karlsruhe, DE 76137",,79.0,
Walhalla- Festivalder Helden,2023-12-16,1,indoor,Metal,Metal,Schleswig-Holstein,"Holstenhallen Justus-von- Liebig- Straße2-4 Neumünster, DE 24537",,76.8,
Metal Tributes Festival,2023-12-23,1,indoor,Metal,"Metal
Rock",Baden-Württemberg,"Maimarkt Mannheim Xaver- Fuhr- Str.101 Mannheim, DE 68163",5000,49.9,249500.0
World Club Dome- Winter Edition,2024-01-05,2,indoor,Electronicmusic,"ElectronicDanceMusic(EDM)
Hardcore(Electro)
Hardcore(Metal)
Hip-Hop
House
Trance",Hesse,"Festhalle Messe Frankfurt Ludwig- Erhard- Anlage1 Frankfurt, DE 60327",180000,124.0,22320000.0
Bavarian Battle Winter,2024-01-13,1,indoor,Metal,Metal,Bavaria,"Lokschuppen Rosenheim Rosenheim, DE 83022",,15.0,
Nachtiville Festival,2024-01-19,4,indoor,Electronicmusic,Electro,Schleswig-Holstein,"Weißenhäuser Strand Seestraße1 Weissenhäuser Strand, DE 23758",,844.0,
Generation2000 Open Air,2024-01-20,1,outdoor,Electronicmusic,"Crossover
Dance
Disco
Electro
ElectronicDanceMusic(EDM)
Hip-Hop
Other",LowerSaxony,"Schützenplatz Bardowick St. Dionyser Weg Bardowick, DE 21357",2000,10.0,20000.0
Steamworks München,2024-01-26,2,indoor,Electronicmusic,Techno,Bavaria,"Backstage Werk München Reitknechtstraße6 München, DE 80639",1200,19.99,23987.999999999996
70000 Tons Of Metal,2024-01-29,5,outdoor,Metal,"Folk
Hardcore(Metal)
Metal
Rock",UnitedStatesofAmerica,"Fort Lauderdale, US 33301",3000,,
Allendorfer Rocknight2.0,2024-02-03,1,indoor,Rock,"Metal
Rock",Hesse,"MZH Haiger Allendorf Hosrain Haiger, DE 35708",800,19.0,15200.0
Frostfeuernächte,2024-02-08,3,indoor,Metal,"Folk
Metal
Rock",Brandenburg,"Ki EZ Hölzerner See Wegzum Hölzernen See1 Heidesee OT Gräbendorf, DE 15754",,,
Bluesfasching Apolda,2024-02-09,2,indoor,Blues,Blues,Thuringia,"Tiefgaragedes“ Hotelam Schloß” Jenaer Straße2 Apolda, DE 99510",1200,49.5,59400.0
Silobrand Frostival,2024-02-17,1,outdoor,Mixed,"Dance
Germanrock
Electro
Folk
House
Pop
Punk
Rock",Hesse,"Dorfplatz Wichte Morschen, DE 34326",250,10.0,2500.0
Hell Over Hammaburg,2024-03-01,2,indoor,Metal,"Metal
Rock",Hamburg,"Markthalle Hamburg Klosterwall11 Hamburg, DE 20095",,85.0,
E- Tropolis Festival,2024-03-02,1,indoor,Gothic,Gothic,Northrhine-Westphalia,"Turbinenhalle Im Lipperfeld23 Oberhausen, DE 46047",3800,66.0,250800.0
Upthe Hammers Festival,2024-03-07,3,indoor,Metal,Metal,Greece,"Gagarin Club Liosion205 Athen, GR 10445",,95.0,
Noisebringer Fest,2024-03-08,2,indoor,Metal,Metal,Bavaria,"Haas Säle Obere Sandstraße7 Bamberg, DE 96049",550,0.0,0.0
Meddalfür'n Schäddel Festival,2024-03-09,1,indoor,Metal,"Hardcore(Metal)
Metal
Punk
Rock",Saxony-Anhalt,"Restaurant Günthersdorf Kötschlitzer Allee1 Leuna, DE 06237",180,15.0,2700.0
tainzmainz Festival,2024-03-14,10,indoor,Dance,Art&culture,Rhineland-Palatinate,"Staatstheater Mainz Gutenbergplatz7 Mainz, DE 55116",,,
E O N L Y Festival,2024-03-15,2,indoor,Electronicmusic,"Electro
Gothic",Saxony,"Kulturpark Deutzen Arno- Bahndorf- Straße12 Neukieritzsch, DE 04574",,130.0,
Mead& Greed Festival,2024-03-15,2,indoor,Metal,"Folk
Metal
Medieval",Northrhine-Westphalia,"Resonanz Werk Essener Str.259 Oberhausen, DE 46047",500,60.0,30000.0
Fuck Cancer Festival,2024-03-16,1,indoor,Metal,Metal,Schleswig-Holstein,"Juki42 Ander Reitbahn2 Ahrensburg, DE 22926",,15.0,
Heidelberg Deathfest,2024-03-16,1,indoor,Metal,"Hardcore(Metal)
Metal",Baden-Württemberg,"halle02 Zollhofgarten2 Heidelberg, DE 69115",,55.0,
Kavč Festival,2024-03-18,7,indoor,Mixed,"Folk
Funk
Hip-Hop
Jazz
Art&culture
Medieval
Folkmusic",Slovenia,"Ljubljana, SI 1000",,0.0,
m4music Festival,2024-03-22,3,indoor,Mixed,"Electro
Hip-Hop
Jazz
Art&culture
Pop
Reggae
Rock
Other",Switzerland,"Clubs Exilund Moods Schiffbaustrasse3 Zürich, CH 8005",900,45.0,40500.0
Sojus7 Bootstour,2024-03-23,1,indoor,Punk,"Punk
Rock
Ska",Northrhine-Westphalia,"MS Fantasy/ Bootsanlegerin40789 Monheimam Rhein And`r Kapell2 Monheimam Rhein, DE 40789",700,44.0,30800.0
Inferno Festival,2024-03-28,4,indoor,Metal,"Hardcore(Metal)
Metal
Punk
Rock",Norway,"Rockefeller, John Dee, Kniven& Vaterland Oslo, NO 0010",1500,253.0,379500.0
Paaspop Festival,2024-03-29,3,outdoor,Mixed,"Electro
Metal
Pop
Punk
Rock",Netherlands,"Manegede Molenheide De Heikampen5 Schijndel, NL 5482 ZR",81000,179.0,14499000.0
Dark Easter Metal Meeting,2024-03-30,2,indoor,Metal,Metal,Bavaria,"Backstage München Reitknechtstr.6 München, DE 80639",,,
Easter Cross Festival,2024-03-30,2,indoor,Metal,"Hardcore(Metal)
Metal
Punk
Rock",Baden-Württemberg,"Neckarhalle Austraße12 Oberndorfam Neckar, DE 78727",2500,,
Ragnarök Festival,2024-04-04,3,indoor,Metal,"Metal
Rock",Bavaria,"Stadthallein Lichtenfels Schützenplatz10 Lichtenfels, DE 96215",4000,,
Sun Ice Festival,2024-04-04,4,indoor,Electronicmusic,"ElectronicDanceMusic(EDM)
Techno",Switzerland,"St. Moritz, CH 7500",20000,229.9,4598000.0
Taunus Metal Festival,2024-04-05,2,outdoor,Metal,"Metal
Rock",Hesse,"Burgwiesenhalle Oberursel Im Himmrich9 Oberursel, DE 61440",,45.0,
N D R2 Springside Festival,2024-04-06,1,indoor,Mixed,"Dance
Pop
Rock",LowerSaxony,"Volkswagen Halle Europaplatz1 Braunschweig, DE 38100",8000,,
Electric Mountain Festival,2024-04-08,5,outdoor,Electronicmusic,"Electro
House
Trance",Austria,"Diverse Location Sölden, AT 6450",17000,0.0,0.0
Snowbombing Festival,2024-04-08,6,unknown,Electronicmusic,"Dance
Electro
House
Trance",Austria,"Diverse Location Mayrhofen, AT 6290",,,
F U T U R U M- Dasbundesweite Jazznachwuchsfestival,2024-04-11,3,indoor,Jazz,"Crossover
Funk
Jazz
Other",Saxony,"Moritzbastei Kurt- Masur- Platz1 Leipzig, DE 04109",,,
Coachella Valley Musicand Arts Festival,2024-04-12,10,outdoor,Mixed,"Electro
Hip-Hop
Pop
Rock",UnitedStatesofAmerica,"Empire Polo Club 81800 Avenue51 Indio, USC A-92201",100000,630.07,63007000.00000001
After Easter Festival,2024-04-12,2,indoor,Rock,"Metal
Punk
Rock
Other",LowerSaxony,"JAM Jugend-und Kulturzentrum Meppen Ander Bleiche3 Meppen, DE 49716",300,0.0,0.0
Blues Festival Basel,2024-04-17,5,indoor,Blues,Blues,Switzerland,"Volkshaus Basel Rebgasse12-14 Basel, CH 4058",,,
Metal Franconia Festival,2024-04-19,2,indoor,Metal,"Metal
Rock",Bavaria,"Frankenhalle Dettelbach Adolf- Oesterheld- Straße17 Dettelbach, DE 97337",1000,,
Donaufestival,2024-04-19,10,unknown,Art&cultureFestivals,"Hip-Hop
Art&culture
Pop",Austria,"Kremsander Donau, AT 3500",,,
Elfia Haarzuilens,2024-04-20,2,outdoor,Conventions,"Folk
Gothic
Irish
Medieval
Pirate",Netherlands,"Kasteelde Haar Kasteellaan1 Haarzuilens, NL 3455 RR",1600,71.0,113600.0
S W R Barroselas Metalfest,2024-04-24,4,indoor,Metal,"Metal
Rock",Portugal,"Avenida São Pauloda Cruz, Barroselas Vianado Castelo, PT 4905",,,
Jazztage Ilmenau,2024-04-24,5,indoor,Jazz,Jazz,Thuringia,"verschiedene Locations Ilmenau, DE 98693",,,
Female Future Festival Bodensee,2024-04-25,1,indoor,Conventions,"Art&culture
Other",Austria,"Festspielhaus Bregenz Platzder Wiener Synphoniker1 Bregenz, AT 6850",900,174.01,156609.0
